"","Chrom","ID","n.assoc","START","END","Potra_Gene_ID","num_SNPs","Gene_Length","mean_alleleFreq","Functional_Description","Potri_Gene_ID","Percent_ID","Alignment_Length","Mismatches","Gap_Openings","Query_Start","Query_End","Subject_Start","Subject_End","Expected_Value","Bit_Score","AT_Gene_ID","Percent_ID.1","Alignment_Length.1","Mismatches.1","Gap_Openings.1","Query_Start.1","Query_End.1","Subject_Start.1","Subject_End.1","Expected_Value.1","Bit_Score.1","GO_ID","GO_Description"
"487","Potra001546","Potra001546:34198",2,7678,9791,"Potra001546g12809.1",10,2113,0.162,"uncharacterized protein LOC105126446","Potri|008G146500.1",96.11,180,7,0,1,180,44,223,1e-125,357,"Artha|AT1G60010",56.45,186,81,19,1,180,1,173,1e-60,189,"NA ",""
"488","Potra001546","Potra001546:34198",2,65249,76507,"Potra001546g12817.1",3,11258,0.051,"Threonine--tRNA ligase","Potri|008G145600.1",98.6,715,10,0,1,715,1,715,0,1474,"Artha|AT5G26830",76.43,683,161,2,32,714,28,708,0,1105,"GO:0005524","ATP binding"
"489","Potra001546","Potra001546:34198",2,32808,36442,"Potra001546g12811.1",22,3634,0.177,"Protein LSM12 homolog","Potri|008G146200.1",96.3,189,7,2,1,187,1,189,5e-132,372,"Artha|AT1G24050",60.23,171,68,2,16,184,17,187,1e-66,206,"NA ",""
"490","Potra001546","Potra001546:34198",2,96973,105135,"Potra001546g12821.1",8,8162,0.212,"uncharacterized protein LOC105126271","Potri|008G145100.1",96.85,317,10,0,1,317,1,317,0,636,"Artha|AT1G60670",53.04,247,116,10,76,316,11,253,2e-81,251,"NA ",""
"491","Potra001546","Potra001546:34198",2,42858,45313,"Potra001546g12812.1",11,2455,0.136,"Protein trichome birefringence","Potri|008G146100.1",92.03,439,35,14,1,435,1,429,0,811,"Artha|AT1G70230",56.44,427,186,22,7,427,4,414,2e-174,498,"NA ",""
"492","Potra001546","Potra001546:34198",2,62475,63521,"Potra001546g12816.1",10,1046,0.131,"Long-chain-alcohol","Potri|008G145700.1",96.55,348,12,0,1,348,1,348,0,689,"Artha|AT5G55340",44.87,341,188,11,1,338,1,333,1e-84,263,"GO:0008374","O-acyltransferase activity"
"493","Potra001546","Potra001546:34198",2,48446,51467,"Potra001546g12813.1",7,3021,0.208,"N-acetyltransferase family protein","Potri|008G146000.1",97.91,335,7,2,1,334,1,334,0,667,"Artha|AT1G24040",55.02,329,148,11,3,331,2,319,1e-122,359,"GO:0008080","N-acetyltransferase activity"
"506","Potra001623","Potra001623:1667",2,1332,3782,"Potra001623g13348.1",25,2450,0.204,"tRNA-specific adenosine deaminase","Potri|013G036000.1",99.44,180,1,0,2,181,1,180,1e-131,370,"Artha|AT5G28050",83.33,180,30,0,2,181,25,204,3e-111,319,"GO:0008270","zinc ion binding"
"507","Potra001623","Potra001623:1667",2,7423,10098,"Potra001623g13349.1",9,2675,0.191,"ribosomal protein S24","Potri|013G036100.1",94.12,102,6,0,1,102,1,102,1e-65,199,"Artha|AT5G28060",82.35,102,18,0,1,102,1,102,4e-58,179,"GO:0006412","translation"
"508","Potra001623","Potra001623:1667",2,16075,20095,"Potra001623g13350.1",10,4020,0.226,"threonine-protein kinase","Potri|013G036300.1",96.85,730,23,0,1,730,1,730,0,1486,"Artha|AT3G04910",60.31,776,308,124,1,729,1,699,0,833,"GO:0004672","protein kinase activity"
"509","Potra001633","Potra001633:17782",2,52673,57016,"Potra001633g13425.1",31,4343,0.127,"threonine-protein kinase","Potri|010G095900.1",98.9,365,4,2,1,363,1,365,0,746,"Artha|AT1G24030",75.2,375,93,16,1,361,1,373,0,574,"GO:0004672","protein kinase activity"
"510","Potra001633","Potra001633:17782",2,5781,15534,"Potra001633g13421.1",17,9753,0.161,"Threonine--tRNA ligase","Potri|008G145600.1",92.18,358,28,0,27,384,29,386,0,702,"Artha|AT5G26830",71.83,355,100,2,30,384,28,380,0,546,"GO:0005524","ATP binding"
"511","Potra001633","Potra001633:17782",2,33255,43665,"Potra001633g13423.1",30,10410,0.128,"WAT1-related protein","Potri|010G096100.1",96.38,359,13,1,1,359,1,358,0,694,"Artha|AT1G70260",58.67,375,155,16,1,359,1,375,1e-155,446,"GO:0016020","membrane"
"512","Potra001633","Potra001633:17782",2,106336,109942,"Potra001633g13431.1",8,3606,0.124,"Cyclin-D1-1","Potri|010G095200.1",97.87,328,7,0,1,328,1,328,0,657,"Artha|AT1G70210",66.67,324,108,11,9,327,21,338,2e-137,397,"GO:0005634","nucleus"
"513","Potra001633","Potra001633:17782",2,148102,149084,"Potra001633g35423.1",9,982,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Potra001633","Potra001633:17782",2,146884,148167,"Potra001633g13436.1",2,1283,0.378,"Probable histone H2A","Potri|004G031300.1",99.23,130,1,0,1,130,1,130,2e-88,257,"Artha|AT4G27230",86.26,131,18,1,1,130,1,131,3e-76,225,"GO:0000786","nucleosome"
"515","Potra001633","Potra001633:17782",2,16120,19101,"Potra001633g13422.1",8,2981,0.228,"Transcription factor EMB1444","Potri|010G096400.1",97.28,367,10,1,1,367,1,366,0,717,"Artha|AT1G60060",67.87,361,116,45,1,334,1,343,9e-162,462,"NA ",""
"516","Potra001633","Potra001633:17782",2,46498,47506,"Potra001633g13424.1",9,1008,0.177,"MLP-like protein","Potri|010G096000.1",94.74,152,8,0,1,152,1,152,1e-100,290,"Artha|AT1G24020",58.55,152,63,0,1,152,1,152,4e-62,191,"GO:0006952","defense response"
"517","Potra001633","Potra001633:17782",2,151563,154212,"Potra001633g13437.1",6,2649,0.167,"Protein HEAT-STRESS-ASSOCIATED 32","Potri|011G031600.1",86.24,109,15,0,1,109,1,109,2e-63,197,"Artha|AT4G21320",70.48,105,31,0,5,109,2,106,7e-52,167,"GO:0019295","coenzyme M biosynthetic process"
"518","Potra001633","Potra001633:17782",2,146662,149181,"Potra001633g13435.1",9,2519,0.149,"uncharacterized protein LOC105110153","Potri|004G031200.1",94.22,173,10,0,1,173,1,173,4e-117,333,"Artha|AT4G21310",68.1,163,52,0,1,163,1,163,5e-84,248,"NA ",""
"519","Potra001633","Potra001633:17782",2,61302,63535,"Potra001633g13427.1",12,2233,0.209,"Protein trichome birefringence","Potri|010G095700.1",96.24,425,16,0,1,425,1,425,0,861,"Artha|AT1G70230",56.32,419,183,33,17,418,13,415,4e-171,490,"NA ",""
"520","Potra001633","Potra001633:17782",2,94717,96263,"Potra001633g13430.1",12,1546,0.177,"uncharacterized protein LOC105123648","Potri|010G095400.1",95.56,180,8,0,1,180,1,180,3e-126,357,"Artha|AT1G60010",55.38,186,83,19,1,180,1,173,3e-58,183,"NA ",""
"521","Potra001633","Potra001633:17782",2,53861,59524,"Potra001633g13426.1",26,5663,0.143,"uncharacterized protein LOC105123653","Potri|010G095800.1",96.1,333,13,1,1,332,1,333,0,663,"Artha|AT1G24040",55.38,325,145,19,6,324,3,314,1e-116,343,"GO:0008080","N-acetyltransferase activity"
"522","Potra001633","Potra001633:17782",2,126633,135621,"Potra001633g13432.1",11,8988,0.106,"Uncharacterized protein Mb2253c","Potri|010G095100.1",97.8,364,8,0,1,364,1,364,0,745,"Artha|AT1G24090",49.44,360,182,9,1,360,1,351,7e-114,339,"NA ",""
"523","Potra001633","Potra001633:17782",2,69683,73036,"Potra001633g13428.1",11,3353,0.128,"Protein LSM12 homolog","Potri|010G095600.1",98.91,184,2,0,1,184,1,184,5e-134,377,"Artha|AT1G24050",57.3,178,76,2,6,181,10,187,2e-66,204,"NA ",""
"524","Potra001633","Potra001633:17782",2,142357,143400,"Potra001633g13434.1",6,1043,0.271,"Flavonol 3-sulfotransferase","Potri|004G031400.1",89.08,348,38,18,1,330,2,349,0,619,"Artha|AT2G03770",41.31,305,179,15,32,326,19,318,3e-80,250,"GO:0008146","sulfotransferase activity"
"525","Potra001633","Potra001633:17782",2,137802,139928,"Potra001633g13433.1",10,2126,0.248,"Oxygen-evolving enhancer","Potri|004G031500.1",97.86,234,5,0,1,234,1,234,1e-164,459,"Artha|AT4G05180",70.34,236,70,8,1,234,1,230,3e-115,332,"GO:0015979","photosynthesis"
"526","Potra001633","Potra001633:17782",2,165572,167859,"Potra001633g13438.1",7,2287,0.273,"uncharacterized protein LOC105110150","Potri|004G030800.1",96.81,408,13,1,1,408,1,407,0,804,"Artha|AT5G54630",51.22,449,219,50,5,404,23,470,8e-137,404,NA,NA
"527","Potra001651","Potra001651:71684",2,26213,30006,"Potra001651g13539.1",9,3793,0.284,"Lateral signaling target protein 2","Potri|004G062500.1",96.58,380,13,0,1,380,1,380,0,777,"Artha|AT1G29800",70.03,367,110,9,15,380,5,363,0,534,"GO:0046872","metal ion binding"
"528","Potra001651","Potra001651:71684",2,10444,11283,"Potra001651g13536.1",11,839,0.171,"conserved unknown protein","Potri|004G062200.1",94.67,75,4,1,1,75,96,169,1e-44,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Potra001651","Potra001651:71684",2,21673,26211,"Potra001651g13538.1",4,4538,0.083,"Protein BZR1 homolog","Potri|004G062400.1",99.08,325,3,0,1,325,7,331,0,663,"Artha|AT1G78700",70.36,334,99,24,1,325,7,325,6e-132,382,"NA ",""
"530","Potra001651","Potra001651:71684",2,97469,108114,"Potra001651g13545.1",6,10645,0.16,"receptor-like serine/threonine","Potri|004G063500.1",91.79,1047,86,36,1,1047,1,1011,0,1945,"Artha|AT1G29750",59.31,1010,411,47,6,1013,24,988,0,1184,"GO:0004672","protein kinase activity"
"531","Potra001651","Potra001651:71684",2,5,4149,"Potra001651g13534.1",6,4144,0.121,"uncharacterized protein LOC105131976","Potri|004G062000.1",94.82,521,27,15,1,521,1,506,0,1026,"Artha|AT1G17030",58.91,516,212,31,5,519,13,498,0,631,"NA ",""
"532","Potra001651","Potra001651:71684",2,11188,13585,"Potra001651g13537.1",5,2397,0.074,"Heat stress transcription","Potri|004G062300.1",97.3,407,11,0,1,407,1,407,0,820,"Artha|AT4G18880",56.46,418,182,28,1,407,1,401,2e-132,390,"GO:0043565","sequence-specific DNA binding"
"533","Potra001651","Potra001651:71684",2,10451,11283,"Potra001651g35438.1",9,832,0.165,"conserved unknown protein","Potri|004G062200.1",94.67,75,4,1,1,75,96,169,1e-44,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Potra001651","Potra001651:71684",2,54792,57434,"Potra001651g13542.1",22,2642,0.235,"Aquaporin NIP1-1","Potri|004G063000.1",97.46,276,7,0,1,276,1,276,0,548,"Artha|AT4G18910",69.58,286,87,15,1,271,1,286,3e-139,398,"GO:0005215","transporter activity"
"535","Potra001651","Potra001651:71684",2,84841,87778,"Potra001651g13544.1",11,2937,0.234,"60S ribosomal protein","Potri|011G072400.1",98.88,178,2,0,1,178,1,178,1e-130,367,"Artha|AT2G34480",92.7,178,13,0,1,178,1,178,4e-123,348,"GO:0003735","structural constituent of ribosome"
"536","Potra001651","Potra001651:71684",2,121110,127588,"Potra001651g13547.1",15,6478,0.114,"MACPF domain-containing protein","Potri|004G064000.1",99.46,557,3,0,1,557,1,557,0,1143,"Artha|AT1G29690",77.8,554,123,5,4,557,13,561,0,898,"NA ",""
"537","Potra001651","Potra001651:71684",2,71321,81778,"Potra001651g13543.1",14,10457,0.307,"receptor-like serine/threonine","Potri|004G063200.1",93.49,1091,71,27,1,1065,3,1092,0,2071,"Artha|AT1G29750",53.96,960,442,20,36,978,22,978,0,1014,"GO:0004672","protein kinase activity"
"538","Potra001651","Potra001651:71684",2,36436,39714,"Potra001651g13540.1",5,3278,0.068,"ribosomal protein L24","Potri|004G062600.1",98.11,159,3,0,1,159,1,159,1e-109,313,"Artha|AT5G23535",87.42,159,20,0,1,159,1,159,8e-101,290,"GO:0006412","translation"
"539","Potra001727","Potra001727:64416",2,866,2876,"Potra001727g33876.1",7,2010,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Potra001727","Potra001727:64416",2,721,2944,"Potra001727g14050.1",7,2223,0.24,"Protein STAY-GREEN","Potri|001G112600.1",97.41,270,7,0,1,270,1,270,0,544,"Artha|AT4G22920",65.07,272,95,21,1,266,1,257,7e-118,342,"NA ",""
"541","Potra001727","Potra001727:64416",2,41926,49126,"Potra001727g14057.1",31,7200,0.25,"Glyoxylate/hydroxypyruvate reductase","Potri|003G119000.1",80.72,332,64,0,13,344,1,332,0,540,"Artha|AT1G12550",59.18,316,129,2,30,344,9,323,6e-126,368,"GO:0055114","oxidation-reduction process"
"542","Potra001727","Potra001727:64416",2,2877,7816,"Potra001727g35572.1",20,4939,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Potra001727","Potra001727:64416",2,38922,41313,"Potra001727g14056.1",13,2391,0.171,"flavanone 3-hydroxylase","Potri|001G113100.1",97.5,360,9,0,1,360,1,360,0,724,"Artha|AT4G22880",76.9,355,82,0,6,360,2,356,0,578,"GO:0016491","oxidoreductase activity"
"544","Potra001727","Potra001727:64416",2,56013,57059,"Potra001727g14058.1",11,1046,0.256,"Transcription factor bHLH125","Potri|001G113400.1",94.61,241,13,1,1,240,1,241,1e-166,464,"Artha|AT1G62975",36.4,272,173,49,1,237,1,258,3e-36,131,"GO:0046983","protein dimerization activity"
"545","Potra001727","Potra001727:64416",2,16034,19521,"Potra001727g14054.1",9,3487,0.326,"PGR5-like protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Potra001727","Potra001727:64416",2,2624,7972,"Potra001727g14051.1",20,5348,0.077,"Protein FIZZY-RELATED","Potri|001G112700.1",98.98,492,5,0,1,492,1,492,0,1009,"Artha|AT4G22910",78.28,465,101,16,34,492,29,483,0,728,"GO:0005515","protein binding"
"547","Potra001727","Potra001727:64416",2,63347,69306,"Potra001727g14059.1",2,5959,0.403,"domain-containing protein","Potri|001G113500.1",98,401,8,0,1,401,1,401,0,821,"Artha|AT4G11970",57.22,360,154,20,1,356,1,344,1e-130,386,"NA ",""
"548","Potra001727","Potra001727:64416",2,13082,14999,"Potra001727g14053.1",6,1917,0.148,"Putative expansin-A30","Potri|001G112900.1",88.06,268,32,17,1,268,1,251,1e-171,479,"Artha|AT1G12560",67.53,271,88,11,1,269,1,262,3e-130,374,"NA ",""
"549","Potra001734","Potra001734:83642",2,87166,89707,"Potra001734g14121.1",10,2541,0.285,"H2 finger protein","Potri|014G076800.1",84.78,230,35,28,1,202,1,230,2e-141,398,"Artha|AT2G20030",30.14,146,102,24,1,133,36,170,2e-20,88.2,"GO:0005515","protein binding"
"550","Potra001734","Potra001734:83642",2,52468,54665,"Potra001734g14116.1",5,2197,0.282,"Probable pectate lyase","Potri|008G182200.1",98.76,402,5,0,1,402,1,402,0,827,"Artha|AT1G67750",86.56,387,52,0,16,402,22,408,0,685,"NA ",""
"551","Potra001734","Potra001734:83642",2,105475,110165,"Potra001734g14126.1",4,4690,0.121,"Flap endonuclease GEN","Potri|014G077300.1",98.37,615,10,0,1,615,1,615,0,1259,"Artha|AT1G01880",57.61,618,262,24,1,614,1,598,0,659,"GO:0004518","nuclease activity"
"552","Potra001734","Potra001734:83642",2,106,5985,"Potra001734g14108.1",7,5879,0.339,"receptor-like serine/threonine","Potri|008G181200.1",97,932,28,0,1,932,1,932,0,1881,"Artha|AT1G67720",71.83,930,262,8,5,932,6,929,0,1330,"GO:0004672","protein kinase activity"
"553","Potra001734","Potra001734:83642",2,89818,90535,"Potra001734g14122.1",5,717,0.249,NA,"Potri|014G076900.1",92.31,39,3,0,1,39,1,39,4e-20,77.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Potra001734","Potra001734:83642",2,32230,36368,"Potra001734g14113.1",1,4138,0.069,"chain 3-oxoacyl-CoA reductase","Potri|008G181700.1",97.19,320,9,0,1,320,1,320,0,633,"Artha|AT1G67730",69.23,312,96,0,9,320,7,318,2e-166,470,"GO:0008152","metabolic process"
"555","Potra001734","Potra001734:83642",2,55652,61769,"Potra001734g14117.1",15,6117,0.223,"protein 1 subunit","Potri|008G182300.1",99.81,535,1,0,1,535,1,535,0,1101,"Artha|AT1G24510",89.72,535,55,0,1,535,1,535,0,1014,"GO:0005524","ATP binding"
"556","Potra001734","Potra001734:83642",2,40846,45922,"Potra001734g14115.1",2,5076,0.12,"ALBINO3-like protein","Potri|008G182000.1",96.81,502,16,1,1,501,1,502,0,989,"Artha|AT1G24490",60.08,486,194,37,37,505,34,499,0,529,"GO:0016021","integral component of membrane"
"557","Potra001734","Potra001734:83642",2,8048,11179,"Potra001734g14109.1",7,3131,0.209,"RING finger protein 141","Potri|008G181300.1",98.03,254,5,0,1,254,1,254,0,517,"Artha|AT1G24440",66.8,253,84,4,4,254,1,251,4e-121,349,"GO:0005515","protein binding"
"558","Potra001734","Potra001734:83642",2,13172,17467,"Potra001734g14110.1",15,4295,0.355,"uncharacterized protein LOC105129308","Potri|008G181400.1",91.55,284,24,3,1,282,1,283,0,528,"Artha|AT3G26085",53.36,238,111,16,51,282,64,291,2e-80,250,"GO:0016020","membrane"
"559","Potra001734","Potra001734:83642",2,82945,83829,"Potra001734g14120.1",10,884,0.274,"Ethylene-responsive transcription","Potri|002G153500.1",84.55,233,36,2,1,233,1,231,2e-129,372,"Artha|AT5G19790",71.21,66,19,0,28,93,21,86,1e-26,105,"GO:0003700","transcription factor activity, sequence-specific DNA binding"
"560","Potra001734","Potra001734:83642",2,17706,24352,"Potra001734g14111.1",7,6646,0.276,"G-protein signaling","Potri|008G181500.1",97.03,471,14,0,1,471,2,472,0,948,"Artha|AT3G26090",65.8,459,157,4,8,465,2,457,0,652,"NA ",""
"561","Potra001734","Potra001734:83642",2,95132,98800,"Potra001734g14124.1",23,3668,0.135,"RNA small subunit methyltransferase","Potri|014G077100.1",98.22,338,6,0,1,338,1,338,0,683,"Artha|AT1G01860",67.75,338,109,4,3,338,7,342,3e-158,451,"GO:0008649","rRNA methyltransferase activity"
"562","Potra001734","Potra001734:83642",2,65371,71507,"Potra001734g14118.1",9,6136,0.169,"Cleavage and polyadenylation specificity factor","Potri|008G182500.1",95.91,636,26,17,1,636,1,619,0,1226,"Artha|AT1G13190",48.68,643,330,89,2,632,6,571,1e-141,428,"GO:0003676","nucleic acid binding"
"563","Potra001734","Potra001734:83642",2,125149,126726,"Potra001734g14128.1",11,1577,0.17,NA,"Potri|013G050700.1",74.36,39,10,2,1,37,123,161,1e-10,54.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Potra001734","Potra001734:83642",2,127207,132877,"Potra001734g14129.1",10,5670,0.168,"conserved unknown protein","Potri|013G050900.1",96.77,433,14,1,1,433,1,432,0,873,"Artha|AT5G18460",74.07,405,105,5,28,432,30,429,0,639,"NA ",""
"565","Potra001770","Potra001770:26502",2,32272,36169,"Potra001770g14386.1",24,3897,0.154,"RNA-binding protein","Potri|003G074900.1",97.56,164,4,1,1,163,1,164,6e-117,332,"Artha|AT4G20030",53.25,154,72,5,13,163,1,152,4e-51,163,"GO:0003676","nucleic acid binding"
"566","Potra001770","Potra001770:26502",2,12705,18273,"Potra001770g14382.1",17,5568,0.199,"polygalacturonase QRT3-like","Potri|003G075400.1",97.81,365,8,1,596,959,2,366,0,731,"Artha|AT4G20040",59.78,460,185,10,32,490,33,483,2e-179,533,"NA ",""
"567","Potra001770","Potra001770:26502",2,20072,22067,"Potra001770g14383.1",17,1995,0.165,"polygalacturonase QRT3-like","Potri|003G075300.1",97.33,450,12,0,1,450,27,476,0,897,"Artha|AT4G20040",59.34,455,185,23,3,440,35,483,0,540,NA,NA
"568","Potra001770","Potra001770:26502",2,720,4328,"Potra001770g14381.1",4,3608,0.164,"uncharacterized protein LOC105130858","Potri|003G075600.1",99.26,269,2,0,1,269,1,269,0,553,"Artha|AT1G31040",68.09,235,75,14,42,269,16,243,8e-105,308,"NA ",""
"569","Potra001770","Potra001770:26502",2,24343,30659,"Potra001770g14385.1",9,6316,0.169,"Choline-phosphate cytidylyltransferase","Potri|003G075000.1",95.67,300,13,6,1,294,1,300,0,585,"Artha|AT2G32260",72.18,284,79,15,22,294,32,311,9e-146,417,"GO:0003824","catalytic activity"
"570","Potra001846","Potra001846:67459",2,28952,38485,"Potra001846g14817.1",5,9533,0.143,"and coiled-coil domain-containing protein","Potri|006G256400.1",99.09,1436,13,4,1,1436,230,1661,0,2942,"Artha|AT2G25320",73.13,1444,388,32,1,1435,251,1671,0,2161,"GO:0005515","protein binding"
"571","Potra001846","Potra001846:67459",2,18741,21554,"Potra001846g14815.1",18,2813,0.244,"Vesicle-associated membrane","Potri|006G256200.1",98.64,220,3,0,1,220,1,220,2e-161,449,"Artha|AT5G11150",76.92,221,51,1,1,220,1,221,4e-134,380,"GO:0016021","integral component of membrane"
"572","Potra001846","Potra001846:67459",2,2636,10941,"Potra001846g14814.1",16,8305,0.106,"cingulin-like protein 1","Potri|006G256000.1",97.2,715,20,0,1,715,1,715,0,1434,"Artha|AT4G32160",59.46,708,287,27,1,693,1,696,0,799,"GO:0035091","phosphatidylinositol binding"
"573","Potra001846","Potra001846:67459",2,739,4001,"Potra001846g14813.1",4,3262,0.156,"Adenine phosphoribosyltransferase 1","Potri|006G255900.1",98.81,168,2,0,1,168,1,168,3e-117,335,"Artha|AT5G11160",82.74,168,29,0,1,168,1,168,2e-98,286,"GO:0009116","nucleoside metabolic process"
"574","Potra001846","Potra001846:67459",2,3930,10941,"Potra001846g33809.1",16,7011,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Potra001846","Potra001846:67459",2,67271,68320,"Potra001846g14821.1",12,1049,0.121,"uncharacterized protein LOC8259421","Potri|006G256900.1",90.54,349,33,11,1,338,42,390,0,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",""
"576","Potra001846","Potra001846:67459",2,40549,43617,"Potra001846g14818.1",8,3068,0.205,"ACT domain-containing protein","Potri|006G256500.1",97.26,475,13,0,1,475,1,475,0,966,"Artha|AT5G25320",61.95,502,191,35,1,472,1,497,0,612,"GO:0008152","metabolic process"
"577","Potra001846","Potra001846:67459",2,62765,65885,"Potra001846g14820.1",11,3120,0.224,"box family member 4","Potri|006G256800.1",86.32,307,42,27,1,301,1,286,0,521,"Artha|AT2G28690",40.26,303,181,78,2,301,3,230,2e-58,190,"NA ",""
"578","Potra001846","Potra001846:67459",2,22854,26009,"Potra001846g14816.1",12,3155,0.168,"Protein FAR1-RELATED","Potri|006G256300.1",98.96,670,7,0,1,670,1,670,0,1390,"Artha|AT1G52520",50.08,647,323,14,25,667,64,700,0,678,"GO:0008270","zinc ion binding"
"579","Potra001932","Potra001932:66456",2,22021,28227,"Potra001932g15311.1",9,6206,0.154,"Pre-mRNA-splicing factor","Potri|004G035600.1",80.46,1008,197,103,1,1005,1,908,0,1596,"Artha|AT5G28740",83.06,620,105,5,1,616,1,619,0,1036,"GO:0005622","intracellular"
"580","Potra001932","Potra001932:66456",2,444,11477,"Potra001932g15308.1",2,11033,0.058,"B3 domain-containing","Potri|004G035300.1",98.16,868,16,1,6,873,52,918,0,1762,"Artha|AT4G32010",55.25,438,196,10,272,702,238,672,2e-156,481,"GO:0003677","DNA binding"
"581","Potra001932","Potra001932:66456",2,27935,29469,"Potra001932g35240.1",2,1534,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Potra001932","Potra001932:66456",2,51564,54424,"Potra001932g15315.1",1,2860,0.133,"Quinone oxidoreductase PIG3","Potri|004G036100.1",97.8,318,7,0,1,318,1,318,0,635,"Artha|AT4G21580",75.54,323,79,0,1,323,1,323,0,513,"GO:0016491","oxidoreductase activity"
"583","Potra001932","Potra001932:66456",2,16450,18685,"Potra001932g15310.1",12,2235,0.199,"protein sorting-associated","Potri|004G035500.1",100,209,0,0,1,209,1,209,4e-155,432,"Artha|AT4G05000",87.08,209,27,0,1,209,2,210,9e-138,388,"NA ",""
"584","Potra001932","Potra001932:66456",2,65742,67504,"Potra001932g15316.1",15,1762,0.184,"Tyrosine/DOPA decarboxylase","Potri|004G036200.1",94.58,517,28,18,1,499,1,517,0,1015,"Artha|AT2G20340",55.77,477,211,2,16,492,9,483,0,605,"GO:0016831","carboxy-lyase activity"
"585","Potra001932","Potra001932:66456",2,38386,43725,"Potra001932g15313.1",11,5339,0.186,"Stromal membrane-associated protein","Potri|004G035800.1",93.72,478,30,9,1,469,1,478,0,918,"Artha|AT5G54310",45.83,504,273,70,1,463,1,475,6e-119,360,"GO:0005096","GTPase activator activity"
"586","Potra001932","Potra001932:66456",2,44998,49982,"Potra001932g15314.1",3,4984,0.246,"Transmembrane protein 184C","Potri|004G035900.1",97.95,293,6,0,1,293,2,294,0,593,"Artha|AT1G11200",72.79,294,80,1,1,293,2,295,1e-163,461,"NA ",""
"587","Potra001932","Potra001932:66456",2,27778,29766,"Potra001932g15312.1",2,1988,0.119,"uncharacterized protein LOC105138774","Potri|004G035700.1",91.49,329,28,7,1,324,1,327,0,528,"Artha|AT1G61260",38.71,341,209,37,1,316,1,329,8e-55,185,"NA ",""
"597","Potra001987","Potra001987:16037",2,8863,17651,"Potra001987g15625.1",13,8788,0.19,"Vacuolar fusion protein MON1","Potri|009G014400.1",93.27,594,40,30,14,593,14,591,0,1112,"Artha|AT2G28390",66.23,610,206,40,4,593,18,607,0,793,"NA ",""
"599","Potra002016","Potra002016:42012",2,24791,30327,"Potra002016g15812.1",6,5536,0.125,"Lysosomal alpha-glucosidase","Potri|008G120000.1",97.96,931,19,0,1,931,1,931,0,1891,"Artha|AT1G68560",76.76,895,208,10,36,930,31,915,0,1469,"GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds"
"600","Potra002016","Potra002016:42012",2,55657,59062,"Potra002016g15815.1",18,3405,0.22,"Dihydroflavonol-4-reductase","Potri|008G120200.1",96.88,320,10,0,1,320,1,320,0,647,"Artha|AT1G68540",73.52,321,85,1,1,320,1,321,0,506,"GO:0003824","catalytic activity"
"601","Potra002016","Potra002016:42012",2,40853,43574,"Potra002016g15813.1",4,2721,0.232,"Ethylene-responsive transcription","Potri|008G120100.1",96.81,313,10,3,1,313,1,310,0,616,"Artha|AT3G25890",38.18,330,204,56,1,312,40,331,4e-43,153,"GO:0003700","transcription factor activity, sequence-specific DNA binding"
"602","Potra002016","Potra002016:42012",2,10803,16727,"Potra002016g15811.1",14,5924,0.183,"GDT1-like protein","Potri|003G174600.1",89.92,357,36,7,1,356,1,351,0,581,"Artha|AT4G13590",72.73,341,93,2,16,356,21,359,2e-159,455,"GO:0016020","membrane"
"603","Potra002180","Potra002180:1789",2,39971,44826,"Potra002180g16811.1",9,4855,0.211,"Cystathionine beta-lyase","Potri|016G038200.1",98.06,464,9,0,1,464,1,464,0,939,"Artha|AT3G57050",73.98,465,121,2,1,464,1,464,0,706,"GO:0004121","cystathionine beta-lyase activity"
"604","Potra002180","Potra002180:1789",2,31928,38216,"Potra002180g16810.1",3,6288,0.184,"uncharacterized protein LOC105108011 isoform","Potri|006G041200.1",92.45,278,21,0,1,278,1,278,3e-179,503,"Artha|AT3G10250",58.63,278,115,1,1,278,1,277,3e-114,337,"NA ",""
